product_id,url,product_title,product_brand,product_rating,product_rating_count,product_image,stock_status,vendor_price,product_os,screen_size,memory_size,question_answered
B08TMBYZ61,https://www.amazon.com/-/es/dp/B08TMBYZ61,"HP Chromebook 14"" HD Laptop (Intel Celeron N3350 up to 2.4GHZ, 4GB RAM, 32GB eMMC Flash Memory, Webcam, WiFi, Bluetooth, USB-A&C, Chrome OS) Bundle with 64GB microSDXC Card, Mouse, Mouse Pad",HP,4.5,16,https://images-na.ssl-images-amazon.com/images/I/91ZS%2BO7GSVL._AC_SX679_.jpg,out of stock,,Chrome OS,14 Pulgadas,4 GB,7
B0872JDR2M,https://www.amazon.com/-/es/port%C3%A1til-convertible-procesador-i5-1035G1-81X1004RUS/dp/B0872JDR2M,"Lenovo IdeaPad Flex 5 portátil convertible de 14"", pantalla táctil FHD (1920 x 1080), procesador Intel Core i5-1035G1, 8GB DDR4 Onboard RAM, 128GB SSD, Intel UHD Graphics, Win 10, 81X1004RUS, gris grafito",Lenovo,4.5,179,https://images-na.ssl-images-amazon.com/images/I/716t4UWQ2PL._AC_SX466_.jpg,in stock,US$ 611.28,Windows 10 Home,14 Pulgadas,8 GB,24
B087N5LKNL,https://www.amazon.com/-/es/14-retroiluminado-rendimiento-empresarial-Wireless-AC/dp/B087N5LKNL,"El más nuevo HP 14"" HD WLED retroiluminado de alto rendimiento portátil empresarial, AMD Athlon Silver 3050U hasta 3.2GHz, 4GB DDR4, 128GB SSD, Wireless-AC, HDMI, Bluetooth, Webcam, lector de tarjetas SD, Windows 10 S",HP,4.4,963,https://images-na.ssl-images-amazon.com/images/I/61GQjwV30LL._AC_SX679_.jpg,in stock,US$ 348.90,Windows 10 S,14 Pulgadas,4 GB,54
B08MDMCTHD,https://www.amazon.com/-/es/17-by3063st-port%C3%A1til-pantalla-i3-1005G1-memoria/dp/B08MDMCTHD,"2020 Nuevo HP 17-by3063st 17.3"" HD+ portátil de pantalla, Intel i3-1005G1, 8GB de memoria, 128GB SSD + 1TB disco duro, Windows 10, plata",HP,4.5,39,https://images-na.ssl-images-amazon.com/images/I/61XTC1kqIxL._AC_SX355_.jpg,in stock,US$ 589.60,Windows 10,17.3 Pulgadas,8 GB,21
B08FMF8GHL,https://www.amazon.com/-/es/ExpertCenter-sobremesa-i5-10400-Professional-D500SA-AB501/dp/B08FMF8GHL,"ASUS ExpertCenter D500SA PC de sobremesa con factor de forma pequeño, Intel Core i5-10400, 12 GB DDR4 RAM, 512 GB PCIe SSD, Wi-Fi 6, TPM, Windows 10 Professional, Negro, D500SA-AB501",ASUS,4.5,58,https://images-na.ssl-images-amazon.com/images/I/81sAobIexYL._AC_SX355_.jpg,in stock,US$ 629.99,,,12 GB,30
B077D4SFMF,https://www.amazon.com/-/es/Computadora-sobremesa-Optiplex-7010-Quad-Core/dp/B077D4SFMF,"Computadora de sobremesa Dell Optiplex 7010 con factor de forma pequeño, Intel Quad-Core i7-3770 hasta 3,9 GHz, 16 GB de RAM, 2 TB 7200 RPM HDD, DVD, USB 3.0, WIFI, Windows 10 Pro (renovado)",Dell,4.1,912,https://images-na.ssl-images-amazon.com/images/I/71mEp6%2Bf0yL._AC_SX425_.jpg,in stock,US$ 278.00,,,16 GB,199
B08D69XNG1,https://www.amazon.com/-/es/VivoBook-Display-Windows-Fingerprint-TM420IA-DB71T/dp/B08D69XNG1,"ASUS VivoBook Flip 14 Thin and Light 2-in-1 Laptop, 14"" FHD Touch Display, AMD Ryzen 7 4700U, 8GB DDR4 RAM, 512GB SSD, Glossy, Stylus, Windows 10 Home, Fingerprint Reader, Bespoke Black, TM420IA-DB71T",ASUS,4.5,48,https://images-na.ssl-images-amazon.com/images/I/81DgnBJuM1L._AC_SX466_.jpg,in stock,US$ 679.99,Windows 10 Home,14 Pulgadas,12 GB,75
B08N2PLF4K,https://www.amazon.com/-/es/Galaxy-Tab-A7-Snapdragon-internacional/dp/B08N2PLF4K,"Samsung Galaxy Tab A7 10.4"" 2020 (32GB, 3GB) Wi-Fi sólo Android 10 One UI Tablet, Snapdragon 662, batería 7040mAh, modelo internacional SM-T500 (gris oscuro)",SAMSUNG,4.5,35,https://images-na.ssl-images-amazon.com/images/I/51JlOJeLp5L._AC_SX679_.jpg,in stock,US$ 229.99,,10.4 Pulgadas,32 GB,6
B07XZSNQDS,https://www.amazon.com/-/es/Samsung-Galaxy-desbloqueado-SM-T727UZKAXAA-negro/dp/B07XZSNQDS,"Samsung Galaxy Tab S5e- 10.5"" 64GB, LTE desbloqueado- SM-T727UZKAXAA, negro",Samsung Electronics,4.7,"2,868",https://images-na.ssl-images-amazon.com/images/I/61zZF5teLiL._AC_SX522_.jpg,in stock,US$ 428.66,,10.5 Pulgadas,64 GB,585
B083SJCJSV,https://www.amazon.com/-/es/Intel-BXNUC10i7FNH-i7-10710U-n%C3%BAcleos-Unidad/dp/B083SJCJSV,"Intel BXNUC10i7FNH Core i7-10710U 6 núcleos NUC Mini PC, 2.5 in Unidad de bahía",Intel,4.7,37,https://images-na.ssl-images-amazon.com/images/I/51aCLz0Y%2BML._AC_SX569_.jpg,in stock,US$ 589.95,,,,10
B0881HDRTH,https://www.amazon.com/-/es/tableta-procesador-Octa-Core-almacenamiento-ZA3V0005US/dp/B0881HDRTH,"Lenovo Yoga Smart Tab, tableta Android FHD de 10,1"", procesador Octa-Core, 64 GB de almacenamiento, 4 GB de RAM, gris hierro, ZA3V0005US",Lenovo,4.5,123,https://images-na.ssl-images-amazon.com/images/I/51b83xHaSfL._AC_SX450_.jpg,in stock,US$ 248.00,,10.1 Pulgadas,64 GB,41
B07YMM4YC1,https://www.amazon.com/-/es/Chromebook-Google-Pixelbook-Go-i5/dp/B07YMM4YC1,"Chromebook de Google, Pixelbook Go i5.",Google,4.6,"1,035",https://images-na.ssl-images-amazon.com/images/I/81sDDc7rKqL._AC_SX466_.jpg,in stock,US$ 848.98,Chrome OS,13.3 Pulgadas,8 GB,192
B08PRZGB5V,https://www.amazon.com/-/es/15-Notebook-6405U-AllyFlex-Mousepad/dp/B08PRZGB5V,"2021 más nuevo HP 15 15.6 ""HD Display Laptop Notebook, Intel Pentium Gold 6405U 2.4 GHz, 8GB DDR4 RAM, 128GB SSD, HDMI, USB-C, WiFi, Webcam, Win10, Scarlet Red +AllyFlex Mousepad, en línea Clase Ready",HP,4.5,53,https://images-na.ssl-images-amazon.com/images/I/51HDbXIWI%2BL._AC_.jpg,in stock,US$ 439.00,Windows 10 S,15.6 Pulgadas,8 GB,11
B01433Q792,https://www.amazon.com/-/es/Apple-MacBook-MF839LL-128GB-Storage/dp/B01433Q792,Apple MacBook Pro MF839LL/A 128GB Flash Storage - 8GB LPDDR3 - 13.3in con Intel Core i5 2.7 GHz (Renovado),Apple,4.4,314,https://images-na.ssl-images-amazon.com/images/I/81bTK8-ei4L._AC_SY355_.jpg,in stock,US$ 579.00,Mac OS X,13.3 Pulgadas,8 GB,89
B088KV2J71,https://www.amazon.com/-/es/MICROSOFT-Surface-Laptop-Core-1035G7/dp/B088KV2J71,"MICROSOFT Surface Laptop 3 – 15"" – Core I5 1035G7 – 8 GB RAM – 128 GB SSD",Microsoft,4.3,18,https://images-na.ssl-images-amazon.com/images/I/61v4e6ILeZL._AC_SX355_.jpg,in stock,"US$ 1,095.98",Windows 10,15 Pulgadas,8 GB,11
B08L1VD7K9,https://www.amazon.com/-/es/Nuevo-Apple-pulgadas-Wi-Fi-renovado/dp/B08L1VD7K9,"Nuevo iPad de Apple (10,2 pulgadas, Wi-Fi) (renovado)",Apple,4.7,220,https://images-na.ssl-images-amazon.com/images/I/71Aylhv6YAL._AC_SY355_.jpg,in stock,US$ 436.00,,10.2 Pulgadas,128 GB,11
B07QGLC4FW,https://www.amazon.com/-/es/ThinkCentre-M900-i5-6500T-refractado-certificado/dp/B07QGLC4FW,"Lenovo ThinkCentre M900 Tiny Desktop Micro Tower PC (Intel Core i5-6500T, 8 GB Ram, 256 GB SSD, USB 3.0, WiFi) Windows 10 Pro (refractado certificado)",Lenovo,4.4,117,https://images-na.ssl-images-amazon.com/images/I/61p5xEYrZ9L._AC_SX569_.jpg,in stock,US$ 349.00,,,8 GB,25
B08W54YSPW,https://www.amazon.com/-/es/pantalla-generaci%C3%B3n-i7-1165G7-retroiluminado-dactilares/dp/B08W54YSPW,"Lenovo IdeaPad 5 15.6"" FHD IPS pantalla portátil | 11ª generación Intel Core i7-1165G7 | 12GB RAM | 512GB SSD | Teclado retroiluminado | Lector de huellas dactilares | Windows 10",Lenovo,5.0,1,https://images-na.ssl-images-amazon.com/images/I/31WGszI5j9L._AC_SY355_.jpg,in stock,US$ 838.97,Windows 10,15.6 Pulgadas,12 GB,
B082XD5HB5,https://www.amazon.com/-/es/elitebook-Parent-Renovado-electr%C3%B3nico-Plateado/dp/B082XD5HB5,"hp elitebook X360 Parent (Renovado) libro electrónico /ebook, Plateado",HP,4.1,26,https://images-na.ssl-images-amazon.com/images/I/81a8hIAys5L._AC_SX425_.jpg,in stock,US$ 639.99,Windows 10,13.3 Pulgadas,16 GB,8
B07D9YX3W6,https://www.amazon.com/-/es/ventilador-x5-Z8350-Graphics-ordenador-Windows/dp/B07D9YX3W6,"GUZILA Mini PC sin ventilador, Intel x5-Z8350 HD Graphics Mini ordenador, Windows 10 de 64 bits, DDR3L 2GB/32GB eMMC/4K/2.4G/5G WiFi/BT 4.2",GUZILA,4.0,971,https://images-na.ssl-images-amazon.com/images/I/61cq1Go4kOL._AC_SY450_.jpg,in stock,US$ 99.99,,,2 GB,308
B07DQVLVVS,https://www.amazon.com/-/es/EliteBook-840-i7-512ssd-reacondicionado-certificado/dp/B07DQVLVVS,HP EliteBook 840 (Core i7 512ssd G4) (reacondicionado certificado),HP,4.0,200,https://images-na.ssl-images-amazon.com/images/I/81grzMQABxL._AC_SX425_.jpg,in stock,US$ 370.98,,,8 GB,50
B08L12FZSK,https://www.amazon.com/-/es/Note3-ePaper-Android-frontal-digital/dp/B08L12FZSK,"BOOX Note3 10.3 ePaper, Android 10, luz frontal, 4G 64G, bloc de notas de tinta de papel digital E",BOOX,3.7,25,https://images-na.ssl-images-amazon.com/images/I/619IO2qlqoL._AC_SY450_.jpg,out of stock,,,10.3 Pulgadas,64 GB,26
B08MDF527B,https://www.amazon.com/-/es/ThinkPad-X1-Carbon-Gen-8/dp/B08MDF527B,"Lenovo ThinkPad X1 Carbon Gen 8 Laptop, 14.0"" FHD IPS 400 nits, i5-10210U, Webcam, WiFi-6, Backlit Keyboard, Fingerprint Reader, USB-C, HDMI, Intel UHD Graphics, Win 10 Pro, 16GB RAM, 512GB PCIe SSD",Lenovo,5.0,3,https://images-na.ssl-images-amazon.com/images/I/51zbW%2BIOXXL._AC_SY450_.jpg,in stock,"US$ 1,589.00",Windows 10 Pro,14 Pulgadas,16 GB,
B08NHVXHJW,https://www.amazon.com/-/es/Chromebook-entretenido-cualquier-altavoces-Bluetooth/dp/B08NHVXHJW,"Laptop HP X360 14a Chromebook 14"" HD pantalla táctil, entretenido desde cualquier ángulo Intel Celeron, 4GB DDR4 64GB eMMC WiFi Webcam altavoces estéreo Bluetooth 4.2 Chrome azul metálico color",HP,4.6,51,https://images-na.ssl-images-amazon.com/images/I/81RkHKk4qAL._AC_SX466_.jpg,in stock,US$ 381.00,Chrome OS,14 Pulgadas,4 GB,17
B08L3JLFGY,https://www.amazon.com/-/es/HP/dp/B08L3JLFGY,"2021 HP Stream 14"" HD Laptop Light-Weight, Intel N4020 (Up tp 2.8GHz), 4GB RAM, 64GB eMMC, Webcam, HDMI, WiFi, 1 Year Office 365, Google Classroom or Zoom Compatible, w/64GB SD Card, GM Accessories",HP,4.4,185,https://images-na.ssl-images-amazon.com/images/I/71wRckhlv-L._AC_SX425_.jpg,in stock,US$ 359.00,Windows 10,14 Pulgadas,4 GB,23
B087LTKVDH,https://www.amazon.com/-/es/Lenovo-port%C3%A1til-convertible-pantalla-pulgadas/dp/B087LTKVDH,"Lenovo portátil convertible 2 en 1, pantalla táctil FHD de 14 pulgadas (1920X 1080), Intel Pentium Gold 5405U 2.30GHz, 4GB DDR4 RAM, 128GB NVMe SSD, WiFi, HDMI, Windows 10- (renovado)",Lenovo,4.4,222,https://images-na.ssl-images-amazon.com/images/I/61fI1Zo67YL._AC_SX679_.jpg,in stock,US$ 419.99,Windows 10,14 Pulgadas,4 GB,31
B08J157LHH,https://www.amazon.com/-/es/NVIDIA-Jetson-Nano-desarrolladores-945-13541-0000-000/dp/B08J157LHH,NVIDIA Jetson Nano 2GB Kit para desarrolladores (945-13541-0000-000),NVIDIA,4.4,187,https://images-na.ssl-images-amazon.com/images/I/7143lurIrJL._AC_SX466_.jpg,in stock,US$ 59.00,,,2 GB,13
B0863M1KM5,https://www.amazon.com/-/es/Samsung-Galaxy-32GB-Mocha-Verizon/dp/B0863M1KM5,"Samsung Galaxy Tab A 8.4"", 32GB, Mocha (LTE Verizon & WIFI) - SM-T307UZNAVZW (2020) US Model & Warranty",Samsung Electronics,4.5,174,https://images-na.ssl-images-amazon.com/images/I/71jDNnx0BxL._AC_SY355_.jpg,out of stock,,,8.4 Pulgadas,32 GB,35
B07CSQDR4N,https://www.amazon.com/-/es/Elitebook-840-retroiluminado-anti-reflejos-Professional/dp/B07CSQDR4N,"HP 2018 Elitebook 840 G1 14 pulgadas HD LED retroiluminado anti-reflejos ordenador portátil, Intel Dual-Core i5-4300U hasta 2,9 GHz, 8 GB de RAM, 500 GB HDD, USB 3.0, Bluetooth, Windows 10 Professional (renovado)",HP,4.0,861,https://images-na.ssl-images-amazon.com/images/I/717dbOxYc8L._AC_SX466_.jpg,in stock,US$ 355.98,Windows 10 Pro,14 Pulgadas,8 GB,202
B08529CQPK,https://www.amazon.com/-/es/HP-Chromebook-Computadora-port%C3%A1til-pulgadas/dp/B08529CQPK,HP Chromebook. - Computadora portátil de 14 pulgadas.,HP,4.5,380,https://images-na.ssl-images-amazon.com/images/I/91shKLxoedL._AC_SX425_.jpg,in stock,US$ 273.00,Chrome OS,14 Pulgadas,4 GB,169
B08B3C643L,https://www.amazon.com/-/es/VivoBook-pantalla-port%C3%A1til-procesador-Bluetooth/dp/B08B3C643L,"ASUS VivoBook 17.3"" FHD (1920 x1080) pantalla portátil PC, procesador AMD Ryzen 7 3700U, 12GB DDR4, 512GB PCIe SSD, Bluetooth, cámara web, HDMI, WiFi, gráficos AMD Radeon RX Vega 10, Windows 10 Home",ASUS,4.4,79,https://images-na.ssl-images-amazon.com/images/I/51u4WNM9oJL._AC_SY355_.jpg,in stock,US$ 720.00,Windows 10,17.3 Pulgadas,12 GB,11
B07PHW7TH4,https://www.amazon.com/-/es/AN5155470KK-pulgadas-NVIDIA-Windows-Laptops/dp/B07PHW7TH4,"Acer AN5155470KK NITRO 5 de 15,6 pulgadas, Inte i7, NVIDIA RTX, 16 GB de RAM, 512 GB SSD, Windows 10 Gaming Laptops",Acer,4.7,21,https://images-na.ssl-images-amazon.com/images/I/616Ja4RssVL._AC_SY355_.jpg,out of stock,,Windows 10 Home,15.6 Pulgadas,16 GB,10
B07SGH132Y,https://www.amazon.com/-/es/Pavilion-pulgadas-Computadora-i5-9400T-24-Xa0032/dp/B07SGH132Y,"HP 4NN56AA#ABA Pavilion 24 pulgadas, Computadora todo en uno, Intel Core i5-9400T, 12 GB RAM, Unidad de estado sólido de 512 GB, Windows 10 (24-Xa0032, Negro)",HP,4.6,523,https://images-na.ssl-images-amazon.com/images/I/71UGHMTRYcL._AC_SY355_.jpg,in stock,"US$ 1,009.99",,,12 GB,128
B08MW42MRG,https://www.amazon.com/-/es/Acer-Chromebook-estudiantes-protectora-accesorios/dp/B08MW42MRG,"Acer Chromebook 2020 15.6"" delgada luz portátil para negocios y estudiantes, Intel Celeron N4000(hasta 2.60 GHz), 4GB RAM, 32GB eMMC, funda protectora, cámara web, USB-C, Bluetooth, Chrome OS con accesorios GM",Acer,4.5,70,https://images-na.ssl-images-amazon.com/images/I/81lQweaDM-L._AC_SX466_.jpg,in stock,US$ 288.99,Chrome OS,11.6 Pulgadas,4 GB,28
B07VGJH29F,https://www.amazon.com/-/es/Samsung-Electronics-Galaxy-Tab-Tablet/dp/B07VGJH29F,Samsung Electronics Galaxy Tab - Tablet,Samsung Electronics,4.7,"3,807",https://images-na.ssl-images-amazon.com/images/I/71v8Md%2BkzjL._AC_SX466_.jpg,in stock,US$ 579.00,,10.5 Pulgadas,128 GB,489
B081K6MCL3,https://www.amazon.com/-/es/Pavilion-pantalla-port%C3%A1til-i5-8265U-Bluetooth/dp/B081K6MCL3,"Nuevo HP Pavilion 2-en-1 15.6"" HD pantalla táctil portátil Intel i5-8265U 8GB RAM 512GB SSD Bluetooth Windows 10",HP,4.5,380,https://images-na.ssl-images-amazon.com/images/I/61wFpcIz8DL._AC_SY355_.jpg,in stock,US$ 718.90,Windows 10,15.6 Pulgadas,8 GB,82
B08G8SJZ2R,https://www.amazon.com/-/es/Port%C3%A1til-Asus-X512DA-BTS2020RL-15-6-Full/dp/B08G8SJZ2R,"Portátil Asus X512DA-BTS2020RL 15.6"" Full HD – AMD Ryzen 5 – AMD Radeon Vega 8 – 512 GB PCIe SSD – 8 GB RAM",ASUS,4.5,106,https://images-na.ssl-images-amazon.com/images/I/61avuUmetYL._AC_SX679_.jpg,in stock,US$ 535.00,Windows 10,15.6 Pulgadas,8 GB,27
B08KHD3HSZ,https://www.amazon.com/-/es/procesador-almacenamiento-pulgadas-seguridad-privacidad/dp/B08KHD3HSZ,"HP 21 PC todo en uno, procesador Intel Pentium Silver J5040 de cuatro núcleos, 4 GB de RAM, 128 GB de almacenamiento SSD de 20,7 pulgadas, pantalla Full HD de Windows 10 Home con seguridad mejorada, cámara de privacidad (21-b0020, 2020)",HP,4.4,29,https://images-na.ssl-images-amazon.com/images/I/819oaj2fTQL._AC_SX569_.jpg,in stock,US$ 479.00,,,4 GB,9
B089656G58,https://www.amazon.com/-/es/GE75-Raider-10SF-286-i7-10875H-RTX2070/dp/B089656G58,"MSI GE75 Raider- 10SF-286 17.3"" 240Hz 3ms Gaming Laptop Intel Core i7-10875H RTX2070 16GB 512GB NVMe SSD Win10 VR Ready",MSI,4.2,11,https://images-na.ssl-images-amazon.com/images/I/81lLciQbi8L._AC_SX679_.jpg,in stock,"US$ 1,599.00",Windows 10 Home,17.3 Pulgadas,16 GB,9
B07VDGJNKB,https://www.amazon.com/-/es/actualizado-Intel-computadora-escritorio-ventilador/dp/B07VDGJNKB,"Mini PC con Windows 10, Z83-V actualizado 4GB/64GB eMMC Intel Quad-Core Atom x5-Z8350 Mini computadora de escritorio, WiFi de doble banda, puertos HDMI&VGA, LAN 1000M, Mini PC sin ventilador compatible con encendido automático",Beelink,4.3,109,https://images-na.ssl-images-amazon.com/images/I/51LoCpx49pL._AC_SX569_.jpg,in stock,US$ 139.99,,,4 GB,56
B08B47PZJJ,https://www.amazon.com/-/es/RZ09-03102E02-R3U1/dp/B08B47PZJJ,"Razer Blade Stealth 13 Ultrabook Gaming Laptop: Intel Core i7-1065G7 4 Core, NVIDIA GeForce GTX 1650 Ti Max-Q, 13.3"" 1080p 60Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 3, Black",Razer,4.5,71,https://images-na.ssl-images-amazon.com/images/I/71YxXty3ifL._AC_SX355_.jpg,in stock,"US$ 1,299.99",Windows 10,13.3 Pulgadas,16 GB,27
B07HZM3SB8,https://www.amazon.com/-/es/Microsoft-LGP-00001-Surface-Pro-6/dp/B07HZM3SB8,Microsoft LGP-00001 Surface Pro 6,Microsoft,4.6,"1,298",https://images-na.ssl-images-amazon.com/images/I/61IFJ6mViCL._AC_SX679_.jpg,in stock,US$ 900.00,,12.3 Pulgadas,256 GB,280
B017A74RW2,https://www.amazon.com/-/es/Desktop-MGEN2LL-ThunderBolt-Renewed-Memoria/dp/B017A74RW2,"Apple Mac Mini Desktop Intel Core i5 2.6GHz (MGEN2LL/A) 8GB Memory, 1TB Hard Drive, ThunderBolt (Renewed) 2.6GHz (MGEN2LL/A) 8GB Memory, 1TB Hard Drive, ThunderBolt (Renewed) 2.6GHz MGEN2LL/A 8GB Memoria, 1TB Hard Drive, ThunderBolt (Renewed) 2.6GHz M",Apple,4.1,220,https://images-na.ssl-images-amazon.com/images/I/61KXwhJJJRL._AC_SX450_.jpg,in stock,US$ 399.00,,,8 GB,58
B08RHYZ2FD,https://www.amazon.com/-/es/Chromebox-i3-10110U-Alimentaci%C3%B3n-DisplayPort-tarjetas/dp/B08RHYZ2FD,"ASUS Chromebox 4 con Intel Core i3-10110U, 8 GB RAM, M.2 128 GB SSD Storage, Alimentación/DisplayPort sobre tipo C, Dual HDMI, Gigabit LAN, WiFi 6, lector de tarjetas MicroSD, montaje VESA, Chrome OS",ASUS,4.8,6,https://images-na.ssl-images-amazon.com/images/I/51UOUhU7QWL._AC_SX425_.jpg,in stock,US$ 485.99,,,8 GB,5
B086YDLPQR,https://www.amazon.com/-/es/WQXGA-Ultra-Ligero-Port%C3%A1til-i7-1065G7/dp/B086YDLPQR,LG Gram WQXGA Ultra Ligero Portátil Intel Core i7-1065G7 16GB RAM 512GB SSD,LG,4.8,40,https://images-na.ssl-images-amazon.com/images/I/61zPD3cuM3L._AC_SX355_.jpg,in stock,"US$ 1,325.00",,,,14
B08X1NKZVR,https://www.amazon.com/-/es/New_Lenovo-generaci%C3%B3n-i5-1035G1-Bluetooth-tarjetas/dp/B08X1NKZVR,"New_Lenovo IdeaPad 3 14"" FHD Laptop, Intel 10ª generación Core i5-1035G1 (hasta 3,6 GHz), 8 GB DDR4 RAM, 512 GB PCIe SSD, Webcam, Wi-Fi, Bluetooth 5.0, HDMI, lector de tarjetas 4 en 1, Win10, Shoxlab Soporte de 1 semana",SHOXLAB,4.3,23,https://images-na.ssl-images-amazon.com/images/I/41fPky%2BKx7L._AC_SY355_.jpg,in stock,US$ 549.00,Windows 10 Home,14 Pulgadas,8 GB,16
B07YNJ4X2P,https://www.amazon.com/-/es/Microsoft-Surface-Pantalla-t%C3%A1ctil-pulgadas/dp/B07YNJ4X2P,"Microsoft Surface Pro X Pantalla táctil de 13 pulgadas - Microsoft SQ1, Negro mate",Microsoft,4.1,59,https://images-na.ssl-images-amazon.com/images/I/71cEgrftILL._AC_SX522_.jpg,in stock,"US$ 1,395.00",,13 Pulgadas,256 GB,27
B08KCZPQ3P,https://www.amazon.com/-/es/LarkBox-Pro-ordenador-sobremesa-Streaming/dp/B08KCZPQ3P,"CHUWI LarkBox Pro Mini PC con 6GB RAM 128GB ROM Intel Celeron J4125 Quad Core (hasta 2,7 GHz) Windows 10 ordenador de sobremesa 4K Ultra HD Streaming, 2xUSB 3.0 Dual Wi-Fi, BT5.1, montaje VESA",CHUWI,4.4,133,https://images-na.ssl-images-amazon.com/images/I/61yJHs40Z6L._AC_SX679_.jpg,in stock,US$ 199.00,,,6 GB,44
B07VKJTYVT,https://www.amazon.com/-/es/20QD/dp/B07VKJTYVT,"Lenovo ThinkPad X1 Carbon 7th Generation Ultrabook: Core i7-8565U, 16GB RAM, 512GB SSD, 14"" FHD Display, Backlit Keyboard",Lenovo,4.1,92,https://images-na.ssl-images-amazon.com/images/I/61YcNm8StfL._AC_SX466_.jpg,in stock,"US$ 1,799.99",Windows 10,14 Pulgadas,16 GB,55
B087WSHNF9,https://www.amazon.com/-/es/Pulgadas-Processor-Certified-Almacenamiento-Bluetooth/dp/B087WSHNF9,"Tablet 10 Pulgadas, Dual SIM Android 9.0 Quad Core Processor Tablets, 32GB ROM 6000mAh Batería Google Certified HD Tablet, Soporte 128GB Almacenamiento de Memoria Ampliar, WiFi, Bluetooth, GPS",MEIZE,3.9,446,https://images-na.ssl-images-amazon.com/images/I/81RSlg8saZL._AC_SX466_.jpg,in stock,US$ 109.99,,10.1 Pulgadas,32 GB,102
B07W6QYX8G,https://www.amazon.com/-/es/Windows-Fusion5-Tablet-almacenamiento-c%C3%A1maras/dp/B07W6QYX8G,"PC de 10"" Windows 10 Fusion5 Ultra Slim Windows Tablet PC (4GB RAM, 128GB de almacenamiento, USB 3.0, Intel, 5MP y 2MP cámaras, Windows 10 S Tablet PC) (128GB)",Fusion5,4.2,"1,099",https://images-na.ssl-images-amazon.com/images/I/81eq1W0LBJL._AC_SX425_.jpg,in stock,US$ 249.95,,10.1 Pulgadas,128 GB,112
B07TQFS9F8,https://www.amazon.com/-/es/Ordenador-sobremesa-Dell-OptiPlex-7070/dp/B07TQFS9F8,Ordenador de sobremesa Dell OptiPlex 7070 - Intel Core i7-9700T - 16 GB de RAM - 256 GB SSD - Micro PC,Dell,4.5,41,https://images-na.ssl-images-amazon.com/images/I/61WemhYVhiL._AC_SY355_.jpg,in stock,US$ 887.00,,,16 GB,20
B078D6S5PX,https://www.amazon.com/-/es/Apple-iPad-Pro-10-5-pulgadas-Gris/dp/B078D6S5PX,"Apple iPad Pro 10.5-pulgadas., Gris",Apple,4.5,"1,913",https://images-na.ssl-images-amazon.com/images/I/71JWgeHx45L._AC_SY450_.jpg,in stock,US$ 399.95,,10.5 Pulgadas,64 GB,325
B07SNGYMXK,https://www.amazon.com/-/es/Apple-iPad-Mini-generaci%C3%B3n-Wi-Fi/dp/B07SNGYMXK,"Apple iPad Mini, 5ª generación (Wi-Fi, 64GB) - Gris espacial (renovado)",Apple,4.6,158,https://images-na.ssl-images-amazon.com/images/I/71zMHkHX6rL._AC_SX466_.jpg,in stock,US$ 347.00,,7.9 Pulgadas,64 GB,10
B07X3S2PTX,https://www.amazon.com/-/es/Inspiron-pulgadas-memoria-unidad-Windows/dp/B07X3S2PTX,"DELL Inspiron 7790- 27 pulgadas todo en uno FHD Touch, Intel Core i7, 16 GB de memoria, unidad de estado sólido de 512 GB + 1 TB, Windows 10 Home (último modelo) - Plata",Dell,4.4,201,https://images-na.ssl-images-amazon.com/images/I/717mmm0oqnL._AC_SX425_.jpg,out of stock,,,,16 GB,51
B08MRH5RW3,https://www.amazon.com/-/es/Dell-Inspiron-3000-15-6-Notebook/dp/B08MRH5RW3,"Dell Inspiron 3000 Series 15.6"" HD Notebook - Intel Celeron 4205U 1.8GHz - 4GB RAM 128GB PCIe SSD - Webcam - Windows 10 Home en modo S, negro",Dell,4.5,22,https://images-na.ssl-images-amazon.com/images/I/61y9gld6L6L._AC_SX425_.jpg,in stock,US$ 359.00,Windows 10 S,15.6 Pulgadas,4 GB,7
B01HHB8B9Q,https://www.amazon.com/-/es/HP-Chromebook-X9U02UT-Celeron-pulgadas/dp/B01HHB8B9Q,"Laptop HP Chromebook 11 G5 X9U02UT Celeron, 4 GB, 16 GB, 11.6 pulgadas",HP,4.4,733,https://images-na.ssl-images-amazon.com/images/I/81NBj%2BFcJlL._AC_SX679_.jpg,in stock,US$ 212.00,Chrome OS,11.6 Pulgadas,4 GB,123
B08NV6LT1Q,https://www.amazon.com/-/es/Lenovo-pulgadas-pantalla-t%C3%A1ctil-port%C3%A1til/dp/B08NV6LT1Q,Lenovo Yoga 6 13.3 2 en 1 13.3 pulgadas pantalla táctil portátil - AMD Ryzen 5 - 8GB de memoria - 256GB SSD - Abyss azul tela cubierta,Lenovo,4.5,9,https://images-na.ssl-images-amazon.com/images/I/71JurINUwML._AC_SX466_.jpg,in stock,US$ 667.00,Windows 10,13 Pulgadas,8 GB,
